0 0.0 +- 0.0
10 4886.15 +- 69.8471724553
20 10006.4 +- 110.848274682
30 15140.95 +- 161.901659967
40 20013.3 +- 229.901522396
50 25017.75 +- 276.186870615
60 30017.2 +- 325.802332711
70 35157.05 +- 389.685318558
80 40023.05 +- 436.138793849
