0.0 51.0 51.0 51.0
10.0 43.05 42.4722942299 43.6277057701
20.0 47.6 46.5768828949 48.6231171051
30.0 50.65 50.4209722431 50.8790277569
40.0 51.0 51.0 51.0
50.0 51.0 51.0 51.0
60.0 51.0 51.0 51.0
70.0 51.0 51.0 51.0
80.0 51.0 51.0 51.0
